,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
107Te,52,55,107,3.6,ms,symmetric,70.0,symmetric,0.0051428571428571435,s,4.0103533,MeV
105Te,52,53,105,0.63,us,symmetric,100.0,approximation,6.3e-07,s,5.0691999,MeV
108Te,52,56,108,2.1,s,symmetric,49.0,symmetric,4.285714285714286,s,3.420465,MeV
109Te,52,57,109,4.4,s,symmetric,3.9,symmetric,112.82051282051283,s,3.1976861,MeV
108I,53,55,108,26.4,ms,symmetric,99.5,symmetric,0.026532663316582914,s,4.098666199999999,MeV
109I,53,56,109,92.7,us,symmetric,0.014,symmetric,0.662142857142857,s,3.9180699,MeV
112I,53,59,112,3.34,s,symmetric,0.0012,approximation,278333.3333333334,s,2.9570864,MeV
110I,53,57,110,0.67,s,symmetric,17.0,symmetric,3.941176470588235,s,3.5805414,MeV
111I,53,58,111,2.5,s,symmetric,0.1,approximation,2500.0,s,3.2745378,MeV
111Xe,54,57,111,0.74,s,symmetric,10.4,symmetric,7.115384615384615,s,3.7121503,MeV
110Xe,54,56,110,93,ms,symmetric,64.0,symmetric,0.1453125,s,3.8722066,MeV
108Xe,54,54,108,58,us,asymmetric,100.0,symmetric,5.8e-05,s,4.5695582,MeV
112Xe,54,58,112,2.7,s,symmetric,0.8,asymmetric,337.5,s,3.3304128,MeV
114Cs,55,59,114,0.57,s,symmetric,0.018,symmetric,3166.6666666666665,s,3.3569999,MeV
114Ba,56,58,114,0.41,s,asymmetric,0.9,symmetric,45.55555555555555,s,3.5922840000000003,MeV
144Nd,60,84,144,2287500000000000,y,symmetric,100.0,symmetric,7.218801e+22,s,1.9012829,MeV
145Pm,61,84,145,17.7,y,symmetric,2.8e-07,symmetric,1.9948911428571427e+17,s,2.3221114,MeV
147Eu,63,84,147,24.1,d,symmetric,0.0022,symmetric,94647272727.27272,s,2.991137,MeV
148Eu,63,85,148,54.4,d,symmetric,9.4e-07,symmetric,500017021276595.7,s,2.6937185,MeV
151Eu,63,88,151,4600000000000000000,y,symmetric,100.0,symmetric,1.4516496e+26,s,1.96397,MeV
149Gd,64,85,149,9.28,d,symmetric,0.00042,symmetric,190902857142.85712,s,3.0993183,MeV
151Gd,64,87,151,124.5,d,symmetric,8e-07,approximation,1344600000000000.2,s,2.6522117,MeV
149Tb,65,84,149,4.12,h,symmetric,16.7,symmetric,88814.37125748504,s,4.0779687,MeV
151Tb,65,86,151,17.609,h,symmetric,0.0095,symmetric,667288421.0526317,s,3.4961546,MeV
152Dy,66,86,152,2.38,h,symmetric,0.1,symmetric,8568000.0,s,3.7265401000000002,MeV
153Dy,66,87,153,6.42,h,symmetric,0.0094,symmetric,245872340.4255319,s,3.5590607,MeV
150Dy,66,84,150,7.17,m,symmetric,37.0,symmetric,1162.7027027027027,s,4.3512892,MeV
151Dy,66,85,151,18,m,symmetric,5.6,symmetric,19285.714285714286,s,4.179623899999999,MeV
151Ho,67,84,151,35.2,s,symmetric,22.0,symmetric,160.0,s,4.6950117,MeV
154Ho,67,87,154,11.76,m,symmetric,0.018,symmetric,3920000.0,s,4.0414946,MeV
152Ho,67,85,152,147,s,symmetric,12.0,symmetric,1225.0,s,4.507395300000001,MeV
153Ho,67,86,153,2.01,m,symmetric,0.051,symmetric,236470.58823529413,s,4.0516499,MeV
153Er,68,85,153,37.1,s,symmetric,53.0,symmetric,70.0,s,4.8023924,MeV
152Er,68,84,152,10.2,s,symmetric,90.0,symmetric,11.333333333333332,s,4.9342625,MeV
156Er,68,88,156,19.5,m,symmetric,1.2e-05,symmetric,9749999999.999998,s,3.4813646,MeV
155Er,68,87,155,5.3,m,symmetric,0.022,symmetric,1445454.5454545454,s,4.1183002,MeV
154Er,68,86,154,3.73,m,symmetric,0.47,symmetric,47617.021276595755,s,4.2797284,MeV
155Tm,69,86,155,21.6,s,symmetric,0.83,symmetric,2602.409638554217,s,4.571909,MeV
154Tm,69,85,154,8.1,s,symmetric,54.0,symmetric,14.999999999999998,s,5.0938336,MeV
153Tm,69,84,153,1.48,s,symmetric,91.0,symmetric,1.6263736263736264,s,5.2483281,MeV
157Tm,69,88,157,3.63,m,symmetric,0.00075,symmetric,29040000.0,s,3.877879,MeV
156Tm,69,87,156,83,s,symmetric,0.064,symmetric,129687.49999999999,s,4.345302800000001,MeV
156Yb,70,86,156,25,s,symmetric,10.0,symmetric,250.0,s,4.8097648,MeV
155Yb,70,85,155,1.79,s,symmetric,89.0,symmetric,2.0112359550561796,s,5.3387604,MeV
158Yb,70,88,158,1.49,m,symmetric,0.0021,symmetric,4257142.857142857,s,4.1704374,MeV
154Yb,70,84,154,409,ms,symmetric,92.6,symmetric,0.4416846652267819,s,5.4743142,MeV
158Lu,71,87,158,10.6,s,symmetric,0.91,symmetric,1164.8351648351647,s,4.790026,MeV
156Lu,71,85,156,494,ms,symmetric,100.0,approximation,0.494,s,5.595813000000001,MeV
155Lu,71,84,155,67,ms,symmetric,88.0,symmetric,0.07613636363636364,s,5.8016414,MeV
161Hf,72,89,161,18.4,s,symmetric,0.3,symmetric,6133.333333333333,s,4.6791789,MeV
159Hf,72,87,159,5.2,s,symmetric,12.0,symmetric,43.333333333333336,s,5.225092,MeV
160Hf,72,88,160,13.6,s,symmetric,0.7,symmetric,1942.8571428571431,s,4.9018746,MeV
157Hf,72,85,157,115,ms,symmetric,94.0,symmetric,0.1223404255319149,s,5.8800072000000005,MeV
158Hf,72,86,158,2.9,s,symmetric,44.3,symmetric,6.54627539503386,s,5.404777500000001,MeV
156Hf,72,84,156,23,ms,symmetric,100.0,approximation,0.023,s,6.0259559000000005,MeV
162Hf,72,90,162,38.7,s,symmetric,0.008,symmetric,483750.0,s,4.4162789,MeV
162Ta,73,89,162,3.56,s,symmetric,0.074,symmetric,4810.810810810811,s,5.0058799,MeV
159Ta,73,86,159,1.04,s,symmetric,34.0,symmetric,3.0588235294117645,s,5.680983400000001,MeV
157Ta,73,84,157,10.2,ms,symmetric,96.6,symmetric,0.010559006211180125,s,6.3545986999999995,MeV
158Ta,73,85,158,49,ms,symmetric,100.0,approximation,0.049,s,6.1236044000000005,MeV
163W,74,89,163,2.7,s,symmetric,14.0,symmetric,19.285714285714285,s,5.5192516,MeV
162W,74,88,162,0.99,s,symmetric,46.0,symmetric,2.152173913043478,s,5.6782669,MeV
161W,74,87,161,409,ms,symmetric,73.0,symmetric,0.5602739726027397,s,5.9228816,MeV
160W,74,86,160,91,ms,symmetric,87.0,symmetric,0.10459770114942529,s,6.0655256,MeV
159W,74,85,159,8.5,ms,symmetric,100.0,approximation,0.0085,s,6.4508877,MeV
168W,74,94,168,50.9,s,symmetric,0.0032,symmetric,1590625.0,s,4.50051,MeV
167W,74,93,167,19.9,s,symmetric,0.04,symmetric,49749.99999999999,s,4.7511923,MeV
166W,74,92,166,19.2,s,symmetric,0.035,symmetric,54857.14285714285,s,4.8560389,MeV
165W,74,91,165,5.1,s,symmetric,0.1,symmetric,5099.999999999999,s,5.0295853,MeV
164W,74,90,164,6.34,s,symmetric,3.8,symmetric,166.8421052631579,s,5.278276300000001,MeV
163Re,75,88,163,390,ms,symmetric,32.0,symmetric,1.21875,s,6.0119883000000005,MeV
162Re,75,87,162,107,ms,symmetric,94.0,symmetric,0.11382978723404256,s,6.2403702,MeV
161Re,75,86,161,0.44,ms,symmetric,0.7,symmetric,0.06285714285714286,s,6.3282117,MeV
160Re,75,85,160,0.612,ms,symmetric,11.0,symmetric,0.0055636363636363635,s,6.6977533000000005,MeV
169Re,75,94,169,8.1,s,symmetric,0.005,symmetric,161999.99999999997,s,5.0137087000000005,MeV
168Re,75,93,168,4.4,s,symmetric,0.005,approximation,88000.0,s,5.0629999,MeV
167Re,75,92,167,5.9,s,symmetric,1.0,approximation,590.0,s,5.276,MeV
165Re,75,90,165,1.6,s,symmetric,14.0,symmetric,11.428571428571429,s,5.6943058,MeV
166Os,76,90,166,212,ms,symmetric,83.0,symmetric,0.25542168674698795,s,6.1427746,MeV
167Os,76,91,167,839,ms,symmetric,51.0,symmetric,1.6450980392156862,s,5.9846624,MeV
168Os,76,92,168,2.1,s,symmetric,45.0,symmetric,4.666666666666667,s,5.8156444,MeV
169Os,76,93,169,3.4,s,symmetric,13.7,symmetric,24.817518248175183,s,5.7134159,MeV
170Os,76,94,170,7.4,s,symmetric,9.5,symmetric,77.89473684210526,s,5.536863500000001,MeV
171Os,76,95,171,8.3,s,symmetric,1.8,symmetric,461.1111111111111,s,5.3710583,MeV
172Os,76,96,172,19.2,s,symmetric,1.2,symmetric,1600.0,s,5.2243737,MeV
173Os,76,97,173,22.4,s,symmetric,0.4,symmetric,5599.999999999999,s,5.0547005,MeV
174Os,76,98,174,44,s,symmetric,0.02,asymmetric,220000.0,s,4.8705053,MeV
161Os,76,85,161,0.64,ms,symmetric,100.0,approximation,0.00064,s,7.068857200000001,MeV
162Os,76,86,162,2.1,ms,symmetric,100.0,approximation,0.0021000000000000003,s,6.767783400000001,MeV
163Os,76,87,163,5.8,ms,symmetric,100.0,approximation,0.0058,s,6.6725656,MeV
164Os,76,88,164,21,ms,symmetric,96.0,asymmetric,0.021875000000000002,s,6.4794339,MeV
165Os,76,89,165,71,ms,symmetric,90.0,symmetric,0.07888888888888888,s,6.3354935,MeV
184Os,76,108,184,11200000000000,y,symmetric,100.0,approximation,3.5344512e+20,s,2.9587617,MeV
177Ir,77,100,177,30,s,symmetric,0.06,symmetric,50000.00000000001,s,5.081529400000001,MeV
167Ir,77,90,167,30,ms,symmetric,44.0,symmetric,0.06818181818181819,s,6.5048887,MeV
169Ir,77,92,169,353,ms,symmetric,53.0,symmetric,0.6660377358490567,s,6.1410216,MeV
170Ir,77,93,170,0.87,s,asymmetric,5.2,symmetric,16.73076923076923,s,6.23,MeV
171Ir,77,94,171,3.2,s,asymmetric,15.0,symmetric,21.333333333333336,s,5.997,MeV
172Ir,77,95,172,4.4,s,symmetric,2.0,approximation,220.0,s,5.9905999,MeV
173Ir,77,96,173,9,s,symmetric,3.5,symmetric,257.1428571428571,s,5.7158754,MeV
174Ir,77,97,174,7.9,s,symmetric,0.5,symmetric,1580.0,s,5.693143500000001,MeV
175Ir,77,98,175,8.9,s,symmetric,0.85,symmetric,1047.0588235294117,s,5.430858100000001,MeV
176Ir,77,99,176,8.9,s,symmetric,3.1,symmetric,287.0967741935484,s,5.2600002,MeV
166Ir,77,89,166,11.7,ms,symmetric,93.0,symmetric,0.012580645161290321,s,6.7223507,MeV
178Pt,78,100,178,21,s,symmetric,7.7,symmetric,272.72727272727275,s,5.5729819,MeV
179Pt,78,101,179,21.2,s,symmetric,0.24,symmetric,8833.333333333334,s,5.4123174,MeV
184Pt,78,106,184,17.3,m,symmetric,0.0017,symmetric,61058823.52941177,s,4.5987954,MeV
185Pt,78,107,185,70.9,m,symmetric,0.005,symmetric,85080000.0,s,4.4369081,MeV
186Pt,78,108,186,2.08,h,symmetric,0.00014,approximation,5348571428.571429,s,4.3197459,MeV
180Pt,78,102,180,56,s,symmetric,0.52,symmetric,10769.23076923077,s,5.2763933,MeV
181Pt,78,103,181,52,s,symmetric,0.074,symmetric,70270.27027027027,s,5.1500349,MeV
182Pt,78,104,182,2.7,m,symmetric,0.038,symmetric,426315.7894736843,s,4.9509069,MeV
183Pt,78,105,183,6.5,m,symmetric,0.0096,symmetric,4062500.0000000005,s,4.8220248,MeV
188Pt,78,110,188,10.2,d,symmetric,2.6e-05,symmetric,3389538461538.4614,s,4.0066799,MeV
165Pt,78,87,165,260,us,asymmetric,100.0,approximation,0.00026,s,7.453005,MeV
167Pt,78,89,167,0.9,ms,symmetric,100.0,symmetric,0.0009000000000000001,s,7.158089200000001,MeV
169Pt,78,91,169,6.99,ms,symmetric,100.0,approximation,0.0069900000000000006,s,6.8576107,MeV
168Pt,78,90,168,2.02,ms,symmetric,100.0,approximation,0.00202,s,6.9897297,MeV
171Pt,78,93,171,46,ms,symmetric,90.0,symmetric,0.05111111111111111,s,6.6073756999999995,MeV
170Pt,78,92,170,13.9,ms,symmetric,100.0,approximation,0.013900000000000001,s,6.707408099999999,MeV
173Pt,78,95,173,374,ms,symmetric,84.0,symmetric,0.44523809523809527,s,6.3613102,MeV
172Pt,78,94,172,97.4,ms,symmetric,97.0,symmetric,0.10041237113402063,s,6.4634089999999995,MeV
175Pt,78,97,175,2.43,s,symmetric,64.0,symmetric,3.796875,s,6.163637700000001,MeV
174Pt,78,96,174,0.868,s,symmetric,75.0,symmetric,1.1573333333333333,s,6.1831682,MeV
177Pt,78,99,177,10,s,symmetric,5.7,symmetric,175.43859649122805,s,5.642897700000001,MeV
176Pt,78,98,176,6.32,s,symmetric,40.0,symmetric,15.8,s,5.8848064,MeV
170Au,79,91,170,0.29,ms,asymmetric,11.0,symmetric,0.0026363636363636363,s,7.1773107000000005,MeV
173Au,79,94,173,26.3,ms,symmetric,94.0,asymmetric,0.027978723404255324,s,6.8364832,MeV
172Au,79,93,172,22,ms,asymmetric,100.0,approximation,0.022,s,6.923303700000001,MeV
175Au,79,96,175,201,ms,symmetric,90.0,symmetric,0.22333333333333333,s,6.583427800000001,MeV
174Au,79,95,174,139,ms,symmetric,90.0,symmetric,0.15444444444444444,s,6.6992937,MeV
177Au,79,98,177,1.454,s,symmetric,54.0,symmetric,2.692592592592592,s,6.2978037,MeV
176Au,79,97,176,1.05,s,symmetric,58.0,symmetric,1.810344827586207,s,6.4334907,MeV
178Au,79,99,178,3.4,s,symmetric,16.0,symmetric,21.25,s,6.057992100000001,MeV
179Au,79,100,179,7.2,s,symmetric,22.0,symmetric,32.72727272727273,s,5.9810233,MeV
182Au,79,103,182,15.5,s,symmetric,0.13,symmetric,11923.076923076924,s,5.5254222,MeV
183Au,79,104,183,42.8,s,symmetric,0.55,symmetric,7781.81818181818,s,5.465315800000001,MeV
180Au,79,101,180,7.9,s,symmetric,0.58,symmetric,1362.0689655172416,s,5.8313605,MeV
181Au,79,102,181,13.7,s,symmetric,2.7,symmetric,507.40740740740733,s,5.7513689,MeV
186Au,79,107,186,10.7,m,symmetric,0.0008,symmetric,80250000.0,s,4.911910600000001,MeV
185Au,79,106,185,4.3,m,symmetric,0.26,symmetric,99230.76923076923,s,5.1799695,MeV
170Hg,80,90,170,80,us,asymmetric,100.0,symmetric,7.999999999999999e-05,s,7.77323,MeV
174Hg,80,94,174,1.9,ms,asymmetric,100.0,approximation,0.0019,s,7.2332692,MeV
173Hg,80,93,173,0.8,ms,symmetric,100.0,approximation,0.0008,s,7.3780245,MeV
172Hg,80,92,172,231,us,symmetric,100.0,approximation,0.00023099999999999998,s,7.5238007,MeV
171Hg,80,91,171,59,us,asymmetric,100.0,approximation,5.9e-05,s,7.6676865,MeV
178Hg,80,98,178,266,ms,symmetric,89.0,symmetric,0.298876404494382,s,6.5773459999999995,MeV
176Hg,80,96,176,20,ms,symmetric,94.0,asymmetric,0.02127659574468085,s,6.8971154,MeV
175Hg,80,95,175,10.2,ms,symmetric,100.0,symmetric,0.010199999999999999,s,7.0722101,MeV
179Hg,80,99,179,1.05,s,symmetric,75.0,symmetric,1.4000000000000001,s,6.3508448,MeV
183Hg,80,103,183,8.9,s,symmetric,23.6,symmetric,37.71186440677966,s,6.038556,MeV
184Hg,80,104,184,30.9,s,symmetric,1.11,symmetric,2783.7837837837837,s,5.6601723,MeV
185Hg,80,105,185,48.2,s,symmetric,6.0,symmetric,803.3333333333334,s,5.7729305,MeV
186Hg,80,106,186,1.38,m,symmetric,0.016,symmetric,517499.9999999999,s,5.2044457,MeV
188Hg,80,108,188,3.25,m,symmetric,3.7e-05,symmetric,527027027.0270271,s,4.7092193,MeV
180Hg,80,100,180,2.58,s,symmetric,48.0,symmetric,5.375,s,6.2584894,MeV
181Hg,80,101,181,3.6,s,symmetric,24.0,symmetric,15.000000000000002,s,6.2843935,MeV
182Hg,80,102,182,10.88,s,symmetric,13.8,symmetric,78.84057971014492,s,5.9956845,MeV
184Tl,81,103,184,9.5,s,symmetric,1.22,symmetric,778.688524590164,s,6.3173754,MeV
181Tl,81,100,181,2.9,s,symmetric,8.6,symmetric,33.72093023255814,s,6.322071200000001,MeV
177Tl,81,96,177,18,ms,symmetric,73.0,symmetric,0.024657534246575342,s,7.0669981,MeV
178Tl,81,97,178,254,ms,asymmetric,62.0,symmetric,0.4096774193548387,s,7.0200433,MeV
179Tl,81,98,179,426,ms,symmetric,60.0,symmetric,0.71,s,6.7091387000000005,MeV
180Tl,81,99,180,1.09,s,symmetric,6.0,symmetric,18.166666666666668,s,6.7056128,MeV
178Pb,82,96,178,0.2,ms,asymmetric,100.0,approximation,0.0002,s,7.7894724,MeV
179Pb,82,97,179,2.7,ms,symmetric,100.0,approximation,0.0027,s,7.5961352,MeV
180Pb,82,98,180,4.1,ms,symmetric,100.0,approximation,0.0040999999999999995,s,7.4186542,MeV
181Pb,82,99,181,36,ms,symmetric,100.0,approximation,0.036000000000000004,s,7.240276,MeV
194Pb,82,112,194,10.7,m,symmetric,7.3e-06,symmetric,8794520547.945204,s,4.737843,MeV
187Pb,82,105,187,15.2,s,symmetric,9.5,symmetric,160.0,s,6.3927844,MeV
188Pb,82,106,188,25.5,s,symmetric,8.5,symmetric,300.0,s,6.1088469,MeV
190Pb,82,108,190,71,s,symmetric,0.4,symmetric,17750.0,s,5.697536100000001,MeV
183Pb,82,101,183,535,ms,symmetric,100.0,approximation,0.535,s,6.9279999,MeV
184Pb,82,102,184,490,ms,symmetric,80.0,symmetric,0.6125,s,6.7740111,MeV
185Pb,82,103,185,6.3,s,symmetric,34.0,symmetric,18.52941176470588,s,6.6949999,MeV
186Pb,82,104,186,4.82,s,symmetric,40.0,symmetric,12.05,s,6.471072100000001,MeV
191Pb,82,109,191,1.33,m,symmetric,0.051,symmetric,156470.58823529416,s,5.4023497,MeV
192Pb,82,110,192,3.5,m,symmetric,0.0059,symmetric,3559322.033898305,s,5.2215895,MeV
182Pb,82,100,182,55,ms,symmetric,100.0,approximation,0.055,s,7.065873400000001,MeV
210Pb,82,128,210,22.2,y,symmetric,1.9e-06,symmetric,3.687256421052631e+16,s,3.7923827,MeV
196Bi,83,113,196,5.13,m,symmetric,0.00115,symmetric,26765217.391304348,s,5.4383004,MeV
194Bi,83,111,194,100,s,symmetric,0.46,symmetric,21739.130434782608,s,5.9182999,MeV
195Bi,83,112,195,183,s,symmetric,0.03,symmetric,610000.0,s,5.8324683,MeV
193Bi,83,110,193,63,s,symmetric,3.5,symmetric,1799.9999999999998,s,6.306626100000001,MeV
185Bi,83,102,185,2.8,us,asymmetric,8.0,symmetric,3.5e-05,s,8.138,MeV
186Bi,83,103,186,14.8,ms,symmetric,100.0,approximation,0.0148,s,7.7567999,MeV
184Bi,83,101,184,13,ms,symmetric,100.0,approximation,0.013000000000000001,s,8.22,MeV
189Bi,83,106,189,685,ms,symmetric,100.0,approximation,0.685,s,7.268165,MeV
190Bi,83,107,190,6.3,s,symmetric,90.0,asymmetric,7.0,s,6.862118499999999,MeV
188Bi,83,105,188,60,ms,symmetric,100.0,approximation,0.06,s,7.2636388,MeV
191Bi,83,108,191,12.4,s,symmetric,51.0,symmetric,24.313725490196077,s,6.780325,MeV
192Bi,83,109,192,34.6,s,symmetric,12.0,symmetric,288.33333333333337,s,6.3769499,MeV
214Bi,83,131,214,19.71,m,symmetric,0.021,symmetric,5631428.571428571,s,5.6212999,MeV
213Bi,83,130,213,45.607,m,symmetric,2.128,symmetric,128591.16541353383,s,5.9882062,MeV
211Bi,83,128,211,2.14,m,symmetric,99.724,symmetric,128.75536480686696,s,6.7504042,MeV
212Bi,83,129,212,60.551,m,symmetric,35.94,symmetric,10108.681135225375,s,6.207261900000001,MeV
209Bi,83,126,209,20100000000000000000,y,symmetric,100.0,symmetric,6.3430776e+26,s,3.1372975000000003,MeV
210Bi,83,127,210,5.012,d,symmetric,0.000132,symmetric,328058181818.18176,s,5.036472799999999,MeV
205Po,84,121,205,1.79,h,symmetric,0.04,symmetric,16110000.0,s,5.324718600000001,MeV
206Po,84,122,206,8.8,d,symmetric,5.45,symmetric,13950825.688073395,s,5.327024000000001,MeV
207Po,84,123,207,5.8,h,symmetric,0.021,symmetric,99428571.42857143,s,5.215866500000001,MeV
208Po,84,124,208,2.898,y,symmetric,99.996,symmetric,91457583.10332415,s,5.215692,MeV
209Po,84,125,209,124,y,symmetric,99.545,symmetric,3931028580.039178,s,4.9792314,MeV
210Po,84,126,210,138.378,d,symmetric,100.0,symmetric,11955859.2,s,5.407530700000001,MeV
211Po,84,127,211,0.516,s,symmetric,100.0,symmetric,0.516,s,7.5945602,MeV
212Po,84,128,212,295,ns,symmetric,100.0,symmetric,2.9500000000000003e-07,s,8.9541948,MeV
213Po,84,129,213,3.706,us,symmetric,100.0,symmetric,3.7059999999999998e-06,s,8.536138999999999,MeV
214Po,84,130,214,163.48,us,symmetric,100.0,symmetric,0.00016347999999999997,s,7.8335408,MeV
215Po,84,131,215,1.781,ms,symmetric,99.99977,symmetric,0.0017810040963094215,s,7.5263255000000004,MeV
216Po,84,132,216,144,ms,symmetric,100.0,symmetric,0.14400000000000002,s,6.9063495,MeV
217Po,84,133,217,1.53,s,symmetric,97.5,symmetric,1.5692307692307692,s,6.662134200000001,MeV
218Po,84,134,218,3.097,m,symmetric,99.978,symmetric,185.86088939566704,s,6.1147544,MeV
219Po,84,135,219,10.33,m,symmetric,28.2,symmetric,2197.8723404255325,s,5.9141999,MeV
186Po,84,102,186,28,us,asymmetric,100.0,approximation,2.8e-05,s,8.501171200000002,MeV
187Po,84,103,187,1.4,ms,symmetric,100.0,approximation,0.0014,s,7.978899900000001,MeV
188Po,84,104,188,270,us,symmetric,100.0,approximation,0.00027,s,8.0822927,MeV
189Po,84,105,189,3.5,ms,symmetric,100.0,symmetric,0.0035,s,7.6942999,MeV
191Po,84,107,191,22,ms,symmetric,100.0,approximation,0.022,s,7.4933085,MeV
192Po,84,108,192,32.2,ms,symmetric,100.0,approximation,0.032200000000000006,s,7.319625,MeV
193Po,84,109,193,407,ms,symmetric,100.0,approximation,0.40700000000000003,s,7.0938012,MeV
194Po,84,110,194,392,ms,symmetric,93.0,symmetric,0.421505376344086,s,6.987074,MeV
195Po,84,111,195,4.64,s,symmetric,94.0,symmetric,4.9361702127659575,s,6.749673,MeV
196Po,84,112,196,5.63,s,symmetric,94.0,symmetric,5.98936170212766,s,6.6581987,MeV
197Po,84,113,197,54,s,symmetric,44.0,symmetric,122.72727272727273,s,6.4112605,MeV
198Po,84,114,198,1.76,m,symmetric,57.0,symmetric,185.26315789473685,s,6.309672,MeV
199Po,84,115,199,5.5,m,symmetric,7.5,symmetric,4400.000000000001,s,6.0742948,MeV
200Po,84,116,200,11.5,m,symmetric,11.3,symmetric,6106.194690265486,s,5.9816351999999995,MeV
201Po,84,117,201,15.5,m,symmetric,1.13,symmetric,82300.88495575222,s,5.799303,MeV
202Po,84,118,202,44.6,m,symmetric,1.92,symmetric,139375.00000000003,s,5.7009575,MeV
203Po,84,119,203,36.7,m,symmetric,0.11,symmetric,2001818.181818182,s,5.4959999,MeV
204Po,84,120,204,3.518,h,symmetric,0.673,symmetric,1881842.4962852895,s,5.484896399999999,MeV
